/home/alec/Documents/SmallDatasets/KineticsSmall/yarn spinning/pyo4PkQ5xkk_000038_000048.mp4, yarn spinning
/home/alec/Documents/SmallDatasets/KineticsSmall/packing/r_77qIR_it0_000107_000117.mp4, packing
/home/alec/Documents/SmallDatasets/KineticsSmall/packing/D_yugk64sE4_000084_000094.mp4, packing
/home/alec/Documents/SmallDatasets/KineticsSmall/packing/vXMuuXpQdWw_000039_000049.mp4, packing
/home/alec/Documents/SmallDatasets/KineticsSmall/packing/yIdT37mYDXY_000298_000308.mp4, packing
/home/alec/Documents/SmallDatasets/KineticsSmall/packing/OBnPfqSi_js_000043_000053.mp4, packing
/home/alec/Documents/SmallDatasets/KineticsSmall/packing/9kapHCBF9X4_000038_000048.mp4, packing
/home/alec/Documents/SmallDatasets/KineticsSmall/packing/AtEljATWPCY_000034_000044.mp4, packing
/home/alec/Documents/SmallDatasets/KineticsSmall/packing/sVygrB4XpoA_000120_000130.mp4, packing
/home/alec/Documents/SmallDatasets/KineticsSmall/packing/dDFz1XS2nQc_000180_000190.mp4, packing
/home/alec/Documents/SmallDatasets/KineticsSmall/packing/hafLJIzV7p8_000307_000317.mp4, packing
/home/alec/Documents/SmallDatasets/KineticsSmall/packing/on_pLz-lhsg_000017_000027.mp4, packing
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/3sFfks9Vqlc_000043_000053.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/9w_KLJa6fWI_000283_000293.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/nBtGaY6tJvU_000034_000044.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/Xr0Ifw_knHw_000008_000018.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/W0GF4izr0CA_000035_000045.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/DR05lHwX_uI_000389_000399.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/aQbFDxWIEYg_000014_000024.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/ji1F10SGngg_000472_000482.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/okjmh248FhE_000056_000066.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/Aa2zPuqlKq4_000170_000180.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/x4jREydB9pU_000037_000047.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/gGDn9ObtEGU_000036_000046.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/bPaP19hGAaA_000054_000064.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/3gb35nCGBJw_000022_000032.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/5GZSLlYKwZg_000023_000033.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/h-M1lmtoE28_000322_000332.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/FzdI5hIPeFQ_000062_000072.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/Ie-g-H2wvx4_000034_000044.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/GJulZlJYFuQ_000167_000177.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/JuK3rDqAuTw_000023_000033.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/ReAvWDWq4cM_000350_000360.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/ElaQk3Sg8HU_000007_000017.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/Y2qDhGBzQ8Q_000058_000068.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/FozSDErAHuw_000529_000539.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/6knHMQQnsCw_000050_000060.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/lV30Txi-mQU_000390_000400.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/RV0QvFnr4D4_000065_000075.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/YxBu5G1TaqI_000036_000046.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/uzMDfaMGZbk_000070_000080.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/MXwgXZ-8aTU_000228_000238.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/wi2BSmab6IA_000674_000684.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/Xzh4vfUZFJQ_000065_000075.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/OOmoa6EzhFc_000055_000065.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/dYuj1EIOR1s_000199_000209.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/y5xOsR_Fhls_000174_000184.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/rmlwxpy_NJQ_000042_000052.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/P12uQuXJDXM_000447_000457.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/RcU--I0u46s_000054_000064.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/jGYShv9UmHc_000230_000240.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/O2gQCkZAGh0_000146_000156.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/hrkFPyXJJFA_000052_000062.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/2aCb9PAILIE_000370_000380.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/bFacJIsQthg_000103_000113.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/y1ygfzuhDlo_000083_000093.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/0Xr6fOLyV5s_000009_000019.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/wahgtbQL2Ik_000188_000198.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/rxZEaDwItD0_000000_000010.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/VOMVYQEYhA0_000186_000196.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/zvQ1Cg4wa0M_000046_000056.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/nAcME9SK_RE_000010_000020.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/UyK9bun34G8_000000_000010.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/HweLXGSEVU4_000603_000613.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/mLbrEXhn30I_000145_000155.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/8USrEEJAjsE_000120_000130.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/At-bIboBmPg_000583_000593.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/ovMmNY94Dcc_000058_000068.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/pvHnoqhy97Y_000125_000135.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/llZohUBOuCI_000103_000113.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/8-I0tKNhOk0_000613_000623.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/FhVuL7QGS-w_000069_000079.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/SzJFnxGNNg0_000143_000153.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/fxYNLC2zcBk_000016_000026.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/CfMXe1qgJ_o_000182_000192.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/jOhDNzqK0N8_000068_000078.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/gGPfDKlJfLo_000145_000155.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/RKHd9Dt8p5M_000012_000022.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/PWgRbb3lmVk_000094_000104.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/k2wA8xKv0uU_000023_000033.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/ZHH_iwuEGBI_000754_000764.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/XM09SD0NSEo_000022_000032.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/ut3ENaCyE9U_000265_000275.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/TW4FCVbsxME_000052_000062.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/RW9yYheVQsQ_000000_000010.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/q27rX7IoRF4_000211_000221.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/zaxRtZ1TWDQ_000215_000225.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/LjvxIyH3Bcc_000015_000025.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/QlBoKTIWe-Y_000035_000045.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/k5iAO4NJdow_000058_000068.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/OeikSFHRSBQ_000081_000091.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/YLW0KAyw_vQ_000701_000711.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/vPej1X3hadM_000114_000124.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/s8N6Eti9VvI_000200_000210.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/DxvGEtW3E9M_000305_000315.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/zIvBw3pMzAw_000007_000017.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/po34PH52SvU_000022_000032.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/XYyxN4NOYOw_000132_000142.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/wfKQ0xu7sb4_000157_000167.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/ul8XT72oA68_000009_000019.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/EzuiLXKCwck_000241_000251.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/Tx012P3UG5I_000312_000322.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/FriSSUysj6Y_000069_000079.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/h3sN4k-74Lw_000000_000010.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/MJHt7Mrc4Ug_000358_000368.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/kFyaO6kUGSU_000016_000026.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/msWCYsNQ7L8_000037_000047.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/AKwJ6OOB6lk_000851_000861.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/hArj0z03RSw_000076_000086.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/SfTbWiXkOQA_000306_000316.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/lgPFdjlLokw_000618_000628.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/embroidering/INq3vROLfQw_000637_000647.mp4, embroidering
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/Nw9KjGqP5ik_000089_000099.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/B57u3QkVUWU_000037_000047.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/AFciNIzJkng_000008_000018.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/h7yKDzTCLXY_000026_000036.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/644OX1FHBts_000067_000077.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/5c4TBodWbuc_000004_000014.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/gxPS9QGZ9IM_000054_000064.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/6qDwSW4Jspw_000001_000011.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/n2sR99NQ4ks_000028_000038.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/b9ea-UCwRoI_000000_000010.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/IHb1q5UrKj8_000081_000091.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/5sa6_aAPHAg_000000_000010.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/4_KD_EcjT-4_000036_000046.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/fSKKvf831_s_000073_000083.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/g_6DaO_fNlI_000066_000076.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/kBMTpk7NQTA_000461_000471.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/1QoZJMYDPio_000026_000036.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/pDK6NfTrIb8_000018_000028.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/m1TFIOAw6hM_000266_000276.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/UzsYvaez2XU_000022_000032.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/oVMHriEp7f0_000126_000136.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/2s4Yj1jloWY_000003_000013.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/bxDxTbOZk30_000000_000010.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/hhDpkNyY6HY_000160_000170.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/cJN9fPxREiU_000002_000012.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/-3Z_2PO7gEg_000027_000037.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/npSQAFYfni8_000006_000016.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/HCCVXqGmlsw_000108_000118.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/fy3bkKDFTIA_000119_000129.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/PDq_qxMCh3g_000117_000127.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/q8aTOr2-1rQ_000198_000208.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/O0EwGJAea9A_000022_000032.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/YfC9jWj-Hvo_000213_000223.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/zdPcC67r5yo_000155_000165.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/DGwhP5TnDIQ_000028_000038.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/-pBvxDOwN-w_000000_000010.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/Qd9_roqgxSQ_000011_000021.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/g9-36smEyWw_000012_000022.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/VIXXXiK-kMY_000032_000042.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/dqnKnN9-bKw_000481_000491.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/jgwrZZ64XX8_000000_000010.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/qFuzHppecck_000038_000048.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/G4IqdTzfN8Q_000121_000131.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/oTuD6a9Ilns_000479_000489.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/0FkPn--P758_000009_000019.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/_lKSkz0UbuE_000000_000010.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/k0S4FZAQ1gk_000000_000010.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/C82D4wAXjKg_000002_000012.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/ED5ANdo7_OI_000177_000187.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/OkXpa_4s8S4_000015_000025.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/BNnoKsbhtLE_000070_000080.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/Xbi_jnNUb1I_000005_000015.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/iBZYcCARyKc_000000_000010.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/ehG5gMBt9gs_000202_000212.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/v7anBpfyqvA_000197_000207.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/V3DawGHlI7M_000005_000015.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/0BkePNyKnXU_000173_000183.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/uDYVhZGbWcM_000134_000144.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/_EkqEx14Lkw_000127_000137.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/FPMHX607bgY_000240_000250.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/m9TW4jX0tbk_000006_000016.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/_dV8OGCNieA_000014_000024.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/m9-qO1o79gg_000057_000067.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/h8B-vYJhFck_000101_000111.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/F4Q1YjZT888_000107_000117.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/XCugpFc1CAU_000033_000043.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/Hg46_ZP9OuE_000003_000013.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/P8Ihiwm-HpM_000163_000173.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/D8tF2bPz3xM_000138_000148.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/e5EPjvpyz94_000279_000289.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/-axhvgcHZ4Y_000001_000011.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/_iV8cI09GVA_000195_000205.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/zZM93RuIdeI_000030_000040.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/_8K3HdCa_kM_000003_000013.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/poUSxikHxPI_000133_000143.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/gRouOjS9avE_000075_000085.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/63u3tqFbPqY_000000_000010.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/VB5S-_CqcsE_000007_000017.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/hs18gyv5AFQ_000012_000022.mp4, news anchoring
/home/alec/Documents/SmallDatasets/KineticsSmall/news anchoring/OS6Ia-MAAwA_001666_001676.mp4, news anchoring
